Year,x,q(x),l(x),d(x),L(x),T(x),e(x),D(x),M(x),A(x),N(x),a(x),12a(x)
2021,0,0.004889,100000,489,99573,7925291,79.25,100000,17756,0.1776,3658083,36.5808,433.47
2021,1,0.000358,99511,36,99493,7825718,78.64,97274,17278,0.1776,3558083,36.5780,433.44
2021,2,0.000208,99475,21,99465,7726225,77.67,95053,17244,0.1814,3460810,36.4094,431.41
2021,3,0.000175,99455,17,99446,7626760,76.69,92896,17224,0.1854,3365757,36.2313,429.28
2021,4,0.000147,99437,15,99430,7527314,75.70,90792,17208,0.1895,3272860,36.0480,427.08
2021,5,0.000128,99423,13,99416,7427884,74.71,88737,17195,0.1938,3182069,35.8594,424.81
2021,6,0.000115,99410,11,99404,7328467,73.72,86731,17184,0.1981,3093331,35.6657,422.49
2021,7,0.000108,99398,11,99393,7229063,72.73,84772,17175,0.2026,3006600,35.4671,420.10
2021,8,0.000104,99388,10,99383,7129670,71.74,82857,17166,0.2072,2921828,35.2636,417.66
2021,9,0.000104,99377,10,99372,7030287,70.74,80986,17157,0.2119,2838972,35.0553,415.16
2021,10,0.000107,99367,11,99362,6930915,69.75,79157,17149,0.2166,2757986,34.8422,412.61
2021,11,0.000116,99357,12,99351,6831553,68.76,77369,17141,0.2215,2678830,34.6243,409.99
2021,12,0.000130,99345,13,99338,6732203,67.77,75620,17132,0.2266,2601461,34.4016,407.32
2021,13,0.000150,99332,15,99325,6632864,66.77,73910,17122,0.2317,2525841,34.1743,404.59
2021,14,0.000175,99317,17,99308,6533539,65.78,72238,17111,0.2369,2451930,33.9424,401.81
2021,15,0.000257,99300,25,99287,6434231,64.80,70601,17099,0.2422,2379692,33.7060,398.97
2021,16,0.000310,99274,31,99259,6334944,63.81,68996,17081,0.2476,2309091,33.4668,396.10
2021,17,0.000374,99244,37,99225,6235685,62.83,67424,17061,0.2530,2240094,33.2238,393.19
2021,18,0.000442,99206,44,99185,6136460,61.86,65884,17036,0.2586,2172670,32.9773,390.23
2021,19,0.000506,99163,50,99137,6037276,60.88,64374,17007,0.2642,2106786,32.7273,387.23
2021,20,0.000563,99112,56,99085,5938138,59.91,62895,16976,0.2699,2042412,32.4734,384.18
2021,21,0.000613,99057,61,99026,5839054,58.95,61446,16941,0.2757,1979517,32.2154,381.09
2021,22,0.000660,98996,65,98963,5740027,57.98,60028,16904,0.2816,1918071,31.9530,377.94
2021,23,0.000705,98931,70,98896,5641064,57.02,58640,16865,0.2876,1858043,31.6858,374.73
2021,24,0.000750,98861,74,98824,5542168,56.06,57281,16825,0.2937,1799404,31.4137,371.46
2021,25,0.000799,98787,79,98747,5443345,55.10,55951,16783,0.3000,1742123,31.1366,368.14
2021,26,0.000854,98708,84,98666,5344597,54.15,54649,16739,0.3063,1686172,30.8544,364.75
2021,27,0.000915,98623,90,98578,5245932,53.19,53375,16694,0.3128,1631523,30.5672,361.31
2021,28,0.000981,98533,97,98485,5147353,52.24,52127,16646,0.3193,1578148,30.2749,357.80
2021,29,0.001055,98437,104,98385,5048869,51.29,50905,16596,0.3260,1526020,29.9776,354.23
2021,30,0.001135,98333,112,98277,4950484,50.34,49708,16543,0.3328,1475115,29.6754,350.61
2021,31,0.001217,98221,120,98161,4852207,49.40,48536,16488,0.3397,1425407,29.3683,346.92
2021,32,0.001295,98102,127,98038,4754046,48.46,47387,16431,0.3467,1376871,29.0561,343.17
2021,33,0.001367,97975,134,97908,4656008,47.52,46261,16371,0.3539,1329485,28.7386,339.36
2021,34,0.001433,97841,140,97771,4558100,46.59,45159,16309,0.3611,1283223,28.4154,335.49
2021,35,0.001504,97700,147,97627,4460330,45.65,44081,16246,0.3685,1238064,28.0863,331.54
2021,36,0.001584,97553,155,97476,4362703,44.72,43025,16181,0.3761,1193983,27.7510,327.51
2021,37,0.001674,97399,163,97317,4265226,43.79,41991,16114,0.3838,1150958,27.4097,323.42
2021,38,0.001769,97236,172,97150,4167909,42.86,40978,16045,0.3916,1108967,27.0624,319.25
2021,39,0.001860,97064,181,96974,4070759,41.94,39986,15975,0.3995,1067989,26.7091,315.01
2021,40,0.001944,96883,188,96789,3973785,41.02,39014,15902,0.4076,1028003,26.3494,310.69
2021,41,0.002031,96695,196,96597,3876996,40.10,38063,15828,0.4158,988989,25.9829,306.30
2021,42,0.002134,96499,206,96396,3780399,39.18,37132,15752,0.4242,950926,25.6096,301.81
2021,43,0.002264,96293,218,96184,3684004,38.26,36219,15675,0.4328,913794,25.2294,297.25
2021,44,0.002423,96075,233,95958,3587820,37.34,35325,15595,0.4415,877575,24.8429,292.62
2021,45,0.002612,95842,250,95717,3491861,36.43,34447,15511,0.4503,842250,24.4506,287.91
2021,46,0.002824,95592,270,95457,3396145,35.53,33585,15423,0.4592,807803,24.0527,283.13
2021,47,0.003056,95322,291,95176,3300688,34.63,32737,15330,0.4683,774218,23.6498,278.30
2021,48,0.003316,95030,315,94873,3205512,33.73,31903,15232,0.4775,741481,23.2417,273.40
2021,49,0.003611,94715,342,94544,3110639,32.84,31082,15129,0.4867,709578,22.8290,268.45
2021,50,0.003946,94373,372,94187,3016095,31.96,30274,15019,0.4961,678496,22.4120,263.44
2021,51,0.004319,94001,406,93798,2921908,31.08,29476,14902,0.5056,648222,21.9912,258.39
2021,52,0.004729,93595,443,93374,2828111,30.22,28689,14778,0.5151,618746,21.5672,253.31
2021,53,0.005183,93152,483,92911,2734737,29.36,27912,14645,0.5247,590056,21.1402,248.18
2021,54,0.005682,92669,527,92406,2641826,28.51,27143,14504,0.5344,562145,20.7108,243.03
2021,55,0.006223,92143,573,91856,2549420,27.67,26382,14353,0.5441,535002,20.2793,237.85
2021,56,0.006794,91569,622,91258,2457564,26.84,25628,14193,0.5538,508621,19.8463,232.66
2021,57,0.007381,90947,671,90612,2366306,26.02,24882,14023,0.5636,482993,19.4116,227.44
2021,58,0.007978,90276,720,89916,2275694,25.21,24143,13843,0.5734,458111,18.9751,222.20
2021,59,0.008592,89556,769,89171,2185778,24.41,23412,13655,0.5832,433968,18.5364,216.94
2021,60,0.009225,88786,819,88377,2096607,23.61,22689,13458,0.5932,410557,18.0952,211.64
2021,61,0.009864,87967,868,87534,2008230,22.83,21974,13254,0.6031,387868,17.6513,206.32
2021,62,0.010501,87100,915,86642,1920696,22.05,21268,13042,0.6132,365894,17.2039,200.95
2021,63,0.011148,86185,961,85705,1834054,21.28,20572,12823,0.6234,344626,16.7525,195.53
2021,64,0.011843,85224,1009,84720,1748349,20.51,19885,12599,0.6336,324054,16.2965,190.06
2021,65,0.012137,84215,1022,83704,1663630,19.75,19208,12369,0.6440,304170,15.8359,184.53
2021,66,0.012907,83193,1074,82656,1579926,18.99,18548,12141,0.6546,284962,15.3636,178.86
2021,67,0.013838,82119,1136,81551,1497270,18.23,17897,11907,0.6653,266414,14.8861,173.13
2021,68,0.014860,80983,1203,80381,1415719,17.48,17252,11665,0.6761,248517,14.4048,167.36
2021,69,0.016036,79779,1279,79140,1335338,16.74,16614,11414,0.6870,231265,13.9200,161.54
2021,70,0.017301,78500,1358,77821,1256198,16.00,15980,11154,0.6980,214651,13.4325,155.69
2021,71,0.018856,77142,1455,76414,1178378,15.28,15350,10884,0.7090,198671,12.9424,149.81
2021,72,0.020612,75687,1560,74907,1101963,14.56,14722,10601,0.7200,183321,12.4519,143.92
2021,73,0.022579,74127,1674,73290,1027056,13.86,14095,10304,0.7311,168598,11.9618,138.04
2021,74,0.024789,72453,1796,71555,953766,13.16,13467,9993,0.7421,154504,11.4730,132.18
2021,75,0.027996,70657,1978,69668,882211,12.49,12838,9667,0.7530,141037,10.9862,126.33
2021,76,0.030982,68679,2128,67615,812542,11.83,12198,9315,0.7637,128199,10.5101,120.62
2021,77,0.034157,66551,2273,65415,744927,11.19,11554,8946,0.7743,116002,10.0399,114.98
2021,78,0.037483,64278,2409,63074,679512,10.57,10908,8560,0.7847,104448,9.5749,109.40
2021,79,0.041681,61869,2579,60579,616439,9.96,10264,8161,0.7951,93539,9.1137,103.86
2021,80,0.046370,59290,2749,57915,555859,9.38,9615,7742,0.8053,83276,8.6614,98.44
2021,81,0.051349,56541,2903,55089,497944,8.81,8963,7307,0.8152,73661,8.2187,93.12
2021,82,0.056868,53637,3050,52112,442855,8.26,8311,6857,0.8250,64698,7.7844,87.91
2021,83,0.063150,50587,3195,48990,390742,7.72,7662,6395,0.8345,56387,7.3590,82.81
2021,84,0.070609,47393,3346,45719,341752,7.21,7017,5922,0.8439,48725,6.9437,77.82
2021,85,0.079118,44046,3485,42304,296033,6.72,6375,5437,0.8529,41708,6.5424,73.01
2021,86,0.088675,40561,3597,38763,253729,6.26,5739,4944,0.8616,35333,6.1570,68.38
2021,87,0.099403,36965,3674,35127,214966,5.82,5112,4447,0.8698,29594,5.7889,63.97
2021,88,0.110348,33290,3673,31453,179839,5.40,4500,3950,0.8777,24482,5.4398,59.78
2021,89,0.122912,29617,3640,27797,148385,5.01,3914,3465,0.8852,19981,5.1053,55.76
2021,90,0.137047,25976,3560,24196,120589,4.64,3356,2994,0.8923,16067,4.7882,51.96
2021,91,0.152393,22416,3416,20708,96392,4.30,2831,2545,0.8990,12712,4.4908,48.39
2021,92,0.169158,19000,3214,17393,75684,3.98,2345,2123,0.9053,9881,4.2132,45.06
2021,93,0.187335,15786,2957,14308,58291,3.69,1905,1735,0.9111,7536,3.9563,41.98
2021,94,0.207058,12829,2656,11501,43983,3.43,1513,1387,0.9163,5631,3.7215,39.16
2021,95,0.226983,10173,2309,9018,32482,3.19,1173,1080,0.9211,4118,3.5110,36.63
2021,96,0.246769,7864,1940,6893,23464,2.98,886,820,0.9253,2945,3.3231,34.38
2021,97,0.266045,5923,1576,5135,16571,2.80,653,606,0.9291,2059,3.1551,32.36
2021,98,0.284418,4347,1236,3729,11435,2.63,468,437,0.9325,1406,3.0038,30.55
2021,99,0.301483,3111,938,2642,7706,2.48,327,306,0.9356,938,2.8646,28.88
2021,100,0.319572,2173,694,1826,5064,2.33,224,210,0.9386,611,2.7308,27.27
2021,101,0.338746,1479,501,1228,3239,2.19,149,140,0.9415,387,2.6022,25.73
2021,102,0.359071,978,351,802,2011,2.06,96,91,0.9443,238,2.4787,24.24
2021,103,0.380615,627,239,507,1208,1.93,60,57,0.9469,142,2.3601,22.82
2021,104,0.403452,388,157,310,701,1.81,36,35,0.9495,82,2.2464,21.46
2021,105,0.427659,232,99,182,391,1.69,21,20,0.9519,45,2.1374,20.15
2021,106,0.453318,133,60,102,209,1.58,12,11,0.9543,24,2.0331,18.90
2021,107,0.480518,72,35,55,107,1.47,6,6,0.9565,12,1.9331,17.70
2021,108,0.509349,38,19,28,52,1.37,3,3,0.9587,6,1.8376,16.55
2021,109,0.539910,18,10,13,24,1.27,2,1,0.9607,3,1.7464,15.46
2021,110,0.572304,8,5,6,10,1.18,1,1,0.9627,1,1.6596,14.42
2021,111,0.606642,4,2,3,4,1.10,0,0,0.9645,0,1.5777,13.43
2021,112,0.642460,1,1,1,1,1.02,0,0,0.9662,0,1.5024,12.53
2021,113,0.674583,1,0,0,0,0.95,0,0,0.9677,0,1.4374,11.75
2021,114,0.708312,0,0,0,0,0.89,0,0,0.9691,0,1.3749,11.00
2021,115,0.743728,0,0,0,0,0.82,0,0,0.9704,0,1.3150,10.28
2021,116,0.780914,0,0,0,0,0.76,0,0,0.9717,0,1.2575,9.59
2021,117,0.819960,0,0,0,0,0.71,0,0,0.9730,0,1.2023,8.93
2021,118,0.860958,0,0,0,0,0.65,0,0,0.9742,0,1.1493,8.29
2021,119,0.904006,0,0,0,0,0.60,0,0,0.9753,0,1.0985,7.68
2022,0,0.004815,100000,482,99579,8033947,80.34,100000,17242,0.1724,3680926,36.8093,436.21
2022,1,0.000344,99518,34,99501,7934368,79.73,97281,16771,0.1724,3580926,36.8101,436.22
2022,2,0.000200,99484,20,99474,7834867,78.75,95061,16739,0.1761,3483645,36.6463,434.26
2022,3,0.000168,99464,17,99456,7735392,77.77,92905,16720,0.1800,3388584,36.4735,432.18
2022,4,0.000142,99448,14,99441,7635936,76.78,90801,16705,0.1840,3295679,36.2955,430.05
2022,5,0.000123,99434,12,99427,7536496,75.79,88747,16692,0.1881,3204877,36.1124,427.85
2022,6,0.000111,99421,11,99416,7437068,74.80,86741,16682,0.1923,3116130,35.9244,425.59
2022,7,0.000104,99410,10,99405,7337652,73.81,84782,16672,0.1966,3029389,35.7317,423.28
2022,8,0.000100,99400,10,99395,7238247,72.82,82867,16664,0.2011,2944607,35.5342,420.91
2022,9,0.000100,99390,10,99385,7138852,71.83,80996,16655,0.2056,2861740,35.3320,418.48
2022,10,0.000104,99380,10,99375,7039467,70.83,79167,16648,0.2103,2780745,35.1252,416.00
2022,11,0.000113,99370,11,99364,6940092,69.84,77379,16640,0.2150,2701578,34.9137,413.46
2022,12,0.000126,99359,13,99352,6840728,68.85,75631,16631,0.2199,2624199,34.6976,410.87
2022,13,0.000145,99346,14,99339,6741376,67.86,73921,16622,0.2249,2548568,34.4770,408.22
2022,14,0.000169,99332,17,99323,6642037,66.87,72248,16611,0.2299,2474648,34.2519,405.52
2022,15,0.000213,99315,21,99304,6542714,65.88,70612,16599,0.2351,2402399,34.0225,402.77
2022,16,0.000257,99294,26,99281,6443410,64.89,69010,16585,0.2403,2331787,33.7892,399.97
2022,17,0.000311,99268,31,99253,6344129,63.91,67441,16567,0.2457,2262777,33.5520,397.12
2022,18,0.000368,99237,37,99219,6244877,62.93,65904,16547,0.2511,2195336,33.3110,394.23
2022,19,0.000422,99201,42,99180,6145658,61.95,64399,16523,0.2566,2129432,33.0664,391.30
2022,20,0.000469,99159,47,99136,6046478,60.98,62924,16496,0.2622,2065033,32.8177,388.31
2022,21,0.000511,99112,51,99087,5947342,60.01,61481,16468,0.2678,2002109,32.5648,385.28
2022,22,0.000551,99062,55,99034,5848256,59.04,60068,16437,0.2736,1940628,32.3073,382.19
2022,23,0.000590,99007,58,98978,5749221,58.07,58685,16404,0.2795,1880560,32.0450,379.04
2022,24,0.000628,98949,62,98918,5650243,57.10,57332,16371,0.2855,1821875,31.7778,375.83
2022,25,0.000670,98887,66,98853,5551326,56.14,56008,16335,0.2917,1764544,31.5055,372.57
2022,26,0.000716,98820,71,98785,5452472,55.18,54712,16299,0.2979,1708536,31.2280,369.24
2022,27,0.000768,98750,76,98712,5353687,54.21,53443,16261,0.3043,1653825,30.9454,365.85
2022,28,0.000824,98674,81,98633,5254976,53.26,52202,16220,0.3107,1600381,30.6577,362.39
2022,29,0.000887,98592,87,98549,5156343,52.30,50986,16178,0.3173,1548180,30.3648,358.88
2022,30,0.000955,98505,94,98458,5057794,51.35,49795,16134,0.3240,1497194,30.0669,355.30
2022,31,0.001024,98411,101,98361,4959336,50.39,48629,16088,0.3308,1447398,29.7639,351.67
2022,32,0.001090,98310,107,98257,4860975,49.45,47487,16039,0.3378,1398769,29.4556,347.97
2022,33,0.001150,98203,113,98147,4762719,48.50,46369,15988,0.3448,1351282,29.1418,344.20
2022,34,0.001205,98090,118,98031,4664572,47.55,45275,15936,0.3520,1304912,28.8222,340.37
2022,35,0.001263,97972,124,97910,4566541,46.61,44203,15883,0.3593,1259638,28.4965,336.46
2022,36,0.001330,97848,130,97783,4468631,45.67,43155,15828,0.3668,1215435,28.1645,332.47
2022,37,0.001404,97718,137,97649,4370848,44.73,42129,15772,0.3744,1172280,27.8263,328.42
2022,38,0.001483,97581,145,97508,4273198,43.79,41124,15714,0.3821,1130151,27.4819,324.28
2022,39,0.001557,97436,152,97360,4175690,42.86,40139,15655,0.3900,1089028,27.1312,320.07
2022,40,0.001624,97284,158,97205,4078330,41.92,39176,15594,0.3980,1048888,26.7739,315.79
2022,41,0.001693,97126,164,97044,3981124,40.99,38233,15532,0.4062,1009713,26.4096,311.42
2022,42,0.001775,96962,172,96876,3884080,40.06,37310,15468,0.4146,971480,26.0381,306.96
2022,43,0.001880,96790,182,96699,3787204,39.13,36406,15404,0.4231,934170,25.6595,302.41
2022,44,0.002009,96608,194,96511,3690506,38.20,35521,15337,0.4318,897764,25.2742,297.79
2022,45,0.002164,96414,209,96309,3593995,37.28,34653,15267,0.4406,862243,24.8825,293.09
2022,46,0.002338,96205,225,96093,3497685,36.36,33800,15194,0.4495,827590,24.4848,288.32
2022,47,0.002528,95980,243,95859,3401593,35.44,32963,15116,0.4586,793790,24.0813,283.48
2022,48,0.002742,95737,262,95606,3305734,34.53,32140,15035,0.4678,760827,23.6720,278.56
2022,49,0.002985,95475,285,95332,3210128,33.62,31332,14949,0.4771,728686,23.2572,273.59
2022,50,0.003262,95190,311,95035,3114795,32.72,30536,14857,0.4866,697355,22.8373,268.55
2022,51,0.003572,94879,339,94710,3019761,31.83,29752,14760,0.4961,666819,22.4127,263.45
2022,52,0.003915,94540,370,94355,2925051,30.94,28979,14656,0.5057,637067,21.9837,258.30
2022,53,0.004294,94170,404,93968,2830695,30.06,28217,14545,0.5155,608088,21.5507,253.11
2022,54,0.004713,93766,442,93545,2736727,29.19,27464,14427,0.5253,579871,21.1140,247.87
2022,55,0.005167,93324,482,93083,2643182,28.32,26720,14300,0.5352,552408,20.6741,242.59
2022,56,0.005647,92842,524,92580,2550099,27.47,25984,14165,0.5451,525688,20.2311,237.27
2022,57,0.006139,92318,567,92034,2457519,26.62,25257,14022,0.5552,499704,19.7851,231.92
2022,58,0.006639,91751,609,91446,2365485,25.78,24537,13870,0.5653,474447,19.3359,226.53
2022,59,0.007152,91142,652,90816,2274039,24.95,23826,13711,0.5755,449910,18.8830,221.10
2022,60,0.007679,90490,695,90142,2183223,24.13,23124,13544,0.5857,426084,18.4261,215.61
2022,61,0.008206,89795,737,89427,2093081,23.31,22430,13371,0.5961,402960,17.9648,210.08
2022,62,0.008727,89058,777,88670,2003654,22.50,21746,13191,0.6066,380529,17.4986,204.48
2022,63,0.009253,88281,817,87873,1914984,21.69,21072,13005,0.6172,358783,17.0267,198.82
2022,64,0.009816,87464,859,87035,1827112,20.89,20407,12815,0.6279,337711,16.5484,193.08
2022,65,0.010549,86606,914,86149,1740077,20.09,19753,12619,0.6388,317304,16.0637,187.26
2022,66,0.011297,85692,968,85208,1653928,19.30,19105,12415,0.6498,297551,15.5745,181.39
2022,67,0.012182,84724,1032,84208,1568720,18.52,18465,12204,0.6610,278446,15.0800,175.46
2022,68,0.013234,83692,1108,83138,1484512,17.74,17830,11984,0.6722,259981,14.5815,169.48
2022,69,0.014484,82584,1196,81986,1401374,16.97,17198,11754,0.6834,242152,14.0802,163.46
2022,70,0.015958,81388,1299,80739,1319388,16.21,16568,11510,0.6947,224954,13.5777,157.43
2022,71,0.017681,80089,1416,79381,1238649,15.47,15937,11252,0.7060,208386,13.0757,151.41
2022,72,0.019649,78673,1546,77900,1159268,14.74,15303,10976,0.7173,192449,12.5757,145.41
2022,73,0.021819,77128,1683,76286,1081368,14.02,14665,10682,0.7284,177146,12.0793,139.45
2022,74,0.024142,75445,1821,74534,1005081,13.32,14023,10370,0.7395,162480,11.5870,133.54
2022,75,0.026654,73623,1962,72642,930547,12.64,13377,10039,0.7505,148458,11.0984,127.68
2022,76,0.029444,71661,2110,70606,857905,11.97,12727,9690,0.7614,135081,10.6135,121.86
2022,77,0.032627,69551,2269,68416,787299,11.32,12075,9324,0.7722,122354,10.1330,116.10
2022,78,0.036291,67282,2442,66061,718883,10.68,11418,8939,0.7829,110279,9.6582,110.40
2022,79,0.040520,64840,2627,63526,652822,10.07,10756,8534,0.7934,98861,9.1909,104.79
2022,80,0.045393,62213,2824,60801,589296,9.47,10089,8108,0.8037,88105,8.7331,99.30
2022,81,0.050969,59389,3027,57875,528495,8.90,9414,7660,0.8137,78016,8.2872,93.95
2022,82,0.057271,56362,3228,54748,470620,8.35,8733,7191,0.8234,68602,7.8551,88.76
2022,83,0.064294,53134,3416,51426,415872,7.83,8048,6702,0.8328,59869,7.4388,83.77
2022,84,0.072096,49718,3584,47925,364446,7.33,7361,6196,0.8417,51820,7.0395,78.97
2022,85,0.075762,46133,3495,44386,316521,6.86,6677,5677,0.8503,44459,6.6585,74.40
2022,86,0.084883,42638,3619,40828,272135,6.38,6032,5183,0.8592,37782,6.2632,69.66
2022,87,0.095129,39019,3712,37163,231307,5.93,5396,4682,0.8677,31750,5.8836,65.10
2022,88,0.106674,35307,3766,33424,194144,5.50,4773,4181,0.8759,26353,5.5212,60.75
2022,89,0.119636,31541,3773,29654,160720,5.10,4168,3683,0.8836,21580,5.1775,56.63
2022,90,0.134007,27767,3721,25907,131066,4.72,3587,3195,0.8909,17412,4.8543,52.75
2022,91,0.149746,24046,3601,22246,105160,4.37,3036,2726,0.8976,13825,4.5531,49.14
2022,92,0.166781,20445,3410,18740,82914,4.06,2524,2281,0.9039,10789,4.2750,45.80
2022,93,0.184831,17036,3149,15461,64173,3.77,2056,1870,0.9096,8265,4.0209,42.75
2022,94,0.203246,13887,2822,12476,48712,3.51,1638,1498,0.9148,6210,3.7911,39.99
2022,95,0.221885,11064,2455,9837,36237,3.28,1276,1173,0.9194,4572,3.5837,37.50
2022,96,0.240475,8609,2070,7574,26400,3.07,970,896,0.9236,3296,3.3968,35.26
2022,97,0.258715,6539,1692,5693,18826,2.88,720,668,0.9274,2326,3.2282,33.24
2022,98,0.276289,4847,1339,4178,13132,2.71,522,486,0.9309,1605,3.0751,31.40
2022,99,0.292866,3508,1027,2994,8955,2.55,369,345,0.9341,1083,2.9332,29.70
2022,100,0.310438,2481,770,2096,5960,2.40,255,239,0.9371,714,2.7967,28.06
2022,101,0.329065,1711,563,1429,3865,2.26,172,162,0.9401,459,2.6655,26.49
2022,102,0.348809,1148,400,948,2436,2.12,113,106,0.9429,287,2.5395,24.97
2022,103,0.369737,747,276,609,1488,1.99,72,68,0.9456,174,2.4185,23.52
2022,104,0.391921,471,185,379,879,1.87,44,42,0.9482,102,2.3024,22.13
2022,105,0.415437,286,119,227,500,1.75,26,25,0.9507,58,2.1911,20.79
2022,106,0.440363,167,74,131,273,1.63,15,14,0.9531,31,2.0844,19.51
2022,107,0.466785,94,44,72,143,1.52,8,8,0.9554,16,1.9822,18.29
2022,108,0.494792,50,25,38,71,1.42,4,4,0.9576,8,1.8844,17.11
2022,109,0.524479,25,13,19,33,1.32,2,2,0.9597,4,1.7909,15.99
2022,110,0.555948,12,7,9,15,1.23,1,1,0.9617,2,1.7015,14.92
2022,111,0.589305,5,3,4,6,1.14,0,0,0.9637,1,1.6161,13.89
2022,112,0.624663,2,1,2,2,1.05,0,0,0.9655,0,1.5346,12.92
2022,113,0.662143,1,1,1,1,0.97,0,0,0.9672,0,1.4570,11.98
2022,114,0.701871,0,0,0,0,0.90,0,0,0.9689,0,1.3839,11.11
2022,115,0.742365,0,0,0,0,0.83,0,0,0.9704,0,1.3172,10.31
2022,116,0.779484,0,0,0,0,0.77,0,0,0.9717,0,1.2596,9.62
2022,117,0.818458,0,0,0,0,0.71,0,0,0.9729,0,1.2043,8.95
2022,118,0.859381,0,0,0,0,0.66,0,0,0.9741,0,1.1513,8.32
2022,119,0.902350,0,0,0,0,0.60,0,0,0.9753,0,1.1004,7.70
2023,0,0.004741,100000,474,99586,8118335,81.18,100000,16904,0.1690,3695948,36.9595,438.01
2023,1,0.000326,99526,32,99510,8018750,80.57,97288,16441,0.1690,3595948,36.9618,438.04
2023,2,0.000190,99493,19,99484,7919240,79.60,95070,16410,0.1726,3498659,36.8009,436.11
2023,3,0.000160,99475,16,99467,7819756,78.61,92915,16392,0.1764,3403589,36.6313,434.08
2023,4,0.000135,99459,13,99452,7720289,77.62,90811,16378,0.1803,3310675,36.4566,431.98
2023,5,0.000117,99445,12,99439,7620837,76.63,88758,16366,0.1844,3219863,36.2770,429.82
2023,6,0.000106,99434,11,99428,7521398,75.64,86752,16356,0.1885,3131106,36.0926,427.61
2023,7,0.000099,99423,10,99418,7421969,74.65,84793,16347,0.1928,3044354,35.9035,425.34
2023,8,0.000096,99413,10,99408,7322551,73.66,82878,16338,0.1971,2959561,35.7099,423.02
2023,9,0.000096,99404,10,99399,7223143,72.66,81007,16331,0.2016,2876683,35.5116,420.64
2023,10,0.000099,99394,10,99389,7123744,71.67,79178,16323,0.2062,2795676,35.3087,418.20
2023,11,0.000108,99384,11,99379,7024355,70.68,77390,16315,0.2108,2716498,35.1013,415.72
2023,12,0.000121,99374,12,99368,6924976,69.69,75642,16307,0.2156,2639108,34.8894,413.17
2023,13,0.000139,99362,14,99355,6825608,68.69,73932,16298,0.2204,2563466,34.6731,410.58
2023,14,0.000162,99348,16,99340,6726253,67.70,72260,16288,0.2254,2489533,34.4523,407.93
2023,15,0.000197,99332,20,99322,6626913,66.71,70624,16277,0.2305,2417273,34.2273,405.23
2023,16,0.000237,99312,24,99300,6527592,65.73,69023,16263,0.2356,2346649,33.9982,402.48
2023,17,0.000287,99289,28,99274,6428291,64.74,67455,16247,0.2409,2277626,33.7652,399.68
2023,18,0.000340,99260,34,99243,6329017,63.76,65919,16228,0.2462,2210171,33.5284,396.84
2023,19,0.000390,99226,39,99207,6229774,62.78,64415,16206,0.2516,2144252,33.2879,393.95
2023,20,0.000434,99188,43,99166,6130567,61.81,62943,16182,0.2571,2079836,33.0434,391.02
2023,21,0.000474,99145,47,99121,6031400,60.83,61501,16155,0.2627,2016894,32.7946,388.04
2023,22,0.000511,99098,51,99072,5932279,59.86,60090,16127,0.2684,1955393,32.5413,385.00
2023,23,0.000547,99047,54,99020,5833207,58.89,58709,16097,0.2742,1895303,32.2832,381.90
2023,24,0.000583,98993,58,98964,5734187,57.93,57357,16065,0.2801,1836595,32.0203,378.74
2023,25,0.000622,98935,62,98904,5635223,56.96,56035,16033,0.2861,1779237,31.7523,375.53
2023,26,0.000666,98874,66,98841,5536319,55.99,54741,15999,0.2923,1723202,31.4791,372.25
2023,27,0.000714,98808,71,98772,5437478,55.03,53475,15963,0.2985,1668461,31.2009,368.91
2023,28,0.000767,98737,76,98699,5338706,54.07,52235,15926,0.3049,1614987,30.9176,365.51
2023,29,0.000826,98661,81,98621,5240007,53.11,51022,15886,0.3114,1562752,30.6292,362.05
2023,30,0.000890,98580,88,98536,5141386,52.15,49833,15845,0.3180,1511730,30.3358,358.53
2023,31,0.000955,98492,94,98445,5042850,51.20,48669,15802,0.3247,1461897,30.0372,354.95
2023,32,0.001017,98398,100,98348,4944405,50.25,47530,15756,0.3315,1413227,29.7335,351.30
2023,33,0.001072,98298,105,98245,4846057,49.30,46414,15709,0.3385,1365697,29.4243,347.59
2023,34,0.001123,98193,110,98137,4747812,48.35,45322,15660,0.3455,1319283,29.1092,343.81
2023,35,0.001177,98082,115,98025,4649674,47.41,44253,15611,0.3528,1273962,28.7881,339.96
2023,36,0.001237,97967,121,97906,4551650,46.46,43207,15560,0.3601,1229709,28.4607,336.03
2023,37,0.001306,97846,128,97782,4453743,45.52,42184,15508,0.3676,1186501,28.1271,332.03
2023,38,0.001378,97718,135,97651,4355962,44.58,41181,15454,0.3753,1144318,27.7873,327.95
2023,39,0.001446,97583,141,97513,4258311,43.64,40200,15398,0.3830,1103136,27.4413,323.80
2023,40,0.001506,97442,147,97369,4160798,42.70,39239,15341,0.3910,1062937,27.0886,319.56
2023,41,0.001567,97295,152,97219,4063430,41.76,38299,15284,0.3991,1023697,26.7289,315.25
2023,42,0.001640,97143,159,97063,3966211,40.83,37380,15225,0.4073,985398,26.3619,310.84
2023,43,0.001734,96984,168,96900,3869147,39.89,36479,15165,0.4157,948018,25.9879,306.35
2023,44,0.001851,96815,179,96726,3772248,38.96,35597,15103,0.4243,911539,25.6070,301.78
2023,45,0.001993,96636,193,96540,3675522,38.03,34733,15039,0.4330,875942,25.2196,297.14
2023,46,0.002151,96444,207,96340,3578982,37.11,33884,14971,0.4418,841209,24.8262,292.41
